project_id,record_date,reported_progress,financial_expenditure,status,data_status
SYN-PRJ-01161,2022-07-24,30.5,143000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01161,2022-09-22,45.1,211295.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01161,2022-11-22,56.0,262519.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01161,2023-01-22,61.0,286000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01162,2024-03-03,15.9,75226.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01162,2024-04-12,44.9,212773.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01162,2024-05-22,60.8,288000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01163,2024-07-13,16.1,187051.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01163,2024-09-22,50.0,579500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01163,2024-12-01,83.9,971948.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01163,2025-02-10,100.0,1159000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01164,2022-01-14,19.1,257547.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01164,2022-03-19,54.1,728453.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01164,2022-05-22,73.2,986000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01165,2023-06-02,16.1,534041.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01165,2023-08-05,50.0,1654500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01165,2023-10-08,83.9,2774958.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01165,2023-12-11,100.0,3309000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01166,2024-05-18,26.1,193290.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01166,2024-07-09,73.9,546709.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01166,2024-08-30,100.0,740000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01167,2021-06-01,11.1,448111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01167,2021-08-01,35.2,1421513.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01167,2021-09-30,64.8,2611486.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01167,2021-11-30,88.9,3584888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01167,2022-01-30,100.0,4033000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01168,2024-05-03,11.1,242777.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01168,2024-07-14,35.2,770147.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01168,2024-09-23,64.8,1414852.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01168,2024-12-04,88.9,1942222.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01168,2025-02-14,100.0,2185000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01169,2022-06-21,26.1,438822.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01169,2022-08-01,73.9,1241177.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01169,2022-09-12,100.0,1680000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01170,2021-07-28,4.2,146990.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2021-10-01,13.2,460128.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2021-12-05,26.1,907161.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-02-08,41.7,1448566.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-04-13,58.3,2024433.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-06-17,73.9,2565838.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-08-21,86.8,3012872.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-10-25,95.8,3326009.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01170,2022-12-29,100.0,3473000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01171,2021-05-05,13.2,120571.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2021-07-09,26.4,241142.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2021-09-12,37.0,361714.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2021-11-17,37.0,482285.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2022-01-21,37.0,602857.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2022-03-27,37.0,723428.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01171,2022-06-01,37.0,844000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01172,2021-05-17,16.1,369100.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01172,2021-07-18,50.0,1143500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01172,2021-09-17,83.9,1917900.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01172,2021-11-18,100.0,2287000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01173,2022-03-16,3.4,81353.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2022-05-20,10.8,257831.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2022-07-24,21.1,502835.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2022-09-28,32.6,774165.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2022-12-02,42.9,1019168.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2023-02-05,50.3,1195646.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01173,2023-04-12,53.7,1277000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01174,2022-04-15,26.1,588492.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01174,2022-06-30,73.9,1664507.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01174,2022-09-14,100.0,2253000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01175,2023-06-29,11.1,71657.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01175,2023-09-03,34.5,222000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01175,2023-11-08,57.9,372342.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01175,2024-01-13,69.0,444000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01176,2024-07-02,26.1,141572.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01176,2024-08-30,73.9,400427.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01176,2024-10-28,100.0,542000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01177,2023-04-11,8.2,26846.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01177,2023-06-18,26.1,85413.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01177,2023-08-24,50.0,163500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01177,2023-10-31,73.9,241586.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01177,2024-01-06,91.8,300153.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01177,2024-03-14,100.0,327000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01178,2022-09-08,2.4,26642.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2022-11-13,7.4,82888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-01-18,14.5,163445.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-03-25,23.4,262943.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-05-31,33.2,373000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-08-05,43.0,483057.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-10-10,51.9,582555.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2023-12-15,59.0,663111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2024-02-19,64.0,719357.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01178,2024-04-26,66.4,746000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01179,2024-01-24,12.2,122504.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01179,2024-03-01,34.6,346495.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01179,2024-04-07,46.8,469000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2021-10-30,3.3,30212.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2022-01-07,10.6,96123.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2022-03-17,20.2,184000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2022-05-24,29.8,271877.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2022-08-01,37.1,337787.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01180,2022-10-09,40.4,368000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-01-02,8.2,31854.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-03-12,26.1,101347.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-05-20,50.0,194000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-07-28,73.9,286652.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-10-05,91.8,356145.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01181,2023-12-13,100.0,388000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01182,2024-08-27,5.1,137856.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2024-10-26,16.1,434301.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2024-12-25,31.7,853836.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2025-02-23,50.0,1345500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2025-04-24,68.3,1837163.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2025-06-23,83.9,2256698.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2025-08-22,94.9,2553143.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01182,2025-10-22,100.0,2691000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01183,2024-02-10,3.6,100821.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2024-04-19,11.1,313666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2024-06-26,21.9,618505.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2024-09-03,35.2,995024.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2024-11-11,50.0,1411500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2025-01-18,64.8,1827975.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2025-03-28,78.1,2204494.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2025-06-04,88.9,2509333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2025-08-12,96.4,2722178.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01183,2025-10-20,100.0,2823000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01184,2023-09-09,5.1,81197.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2023-11-11,16.1,255803.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-01-13,31.7,502910.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-03-16,50.0,792500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-05-17,68.3,1082090.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-07-19,83.9,1329196.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-09-20,94.9,1503802.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01184,2024-11-22,100.0,1585000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01185,2022-12-30,3.6,125571.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2023-03-05,11.1,390666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2023-05-09,21.9,770338.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2023-07-14,35.2,1239286.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2023-09-17,50.0,1758000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2023-11-21,64.8,2276713.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2024-01-26,78.1,2745661.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2024-03-31,88.9,3125333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2024-06-04,96.4,3390428.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01185,2024-08-09,100.0,3516000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01186,2021-06-17,17.5,134781.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01186,2021-08-23,49.5,381218.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01186,2021-10-29,67.0,516000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01187,2022-05-27,9.6,12537.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01187,2022-08-07,27.1,35462.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01187,2022-10-18,36.7,48000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2024-06-29,6.4,204880.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2024-08-29,20.2,649323.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2024-10-29,39.4,1266340.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2024-12-28,60.6,1949659.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2025-02-27,79.8,2566676.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2025-04-29,93.6,3011119.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01188,2025-06-29,100.0,3216000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01189,2021-02-26,26.1,90898.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01189,2021-03-28,73.9,257101.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01189,2021-04-27,100.0,348000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01190,2022-04-01,17.1,424978.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01190,2022-05-24,48.2,1202021.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01190,2022-07-16,65.3,1627000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01191,2022-08-02,26.1,220978.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01191,2022-10-04,73.9,625021.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01191,2022-12-06,100.0,846000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01192,2022-03-31,16.1,655083.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01192,2022-06-09,50.0,2029500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01192,2022-08-18,83.9,3403916.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01192,2022-10-28,100.0,4059000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01193,2021-12-29,26.1,321019.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01193,2022-02-24,73.9,907980.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01193,2022-04-22,100.0,1229000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01194,2021-11-25,4.8,92772.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01194,2022-02-01,15.1,295160.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01194,2022-04-09,28.9,565000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01194,2022-06-16,42.8,834839.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01194,2022-08-22,53.1,1037227.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01194,2022-10-29,57.9,1130000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01195,2022-02-02,16.1,428007.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01195,2022-04-09,50.0,1326000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01195,2022-06-14,83.9,2223992.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01195,2022-08-20,100.0,2652000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01196,2024-04-21,4.8,75111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01196,2024-06-20,15.3,238270.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01196,2024-08-19,28.0,437730.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01196,2024-10-18,38.5,600888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01196,2024-12-17,43.3,676000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2021-11-21,5.1,134322.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-01-21,16.1,423165.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-03-23,31.7,831943.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-05-23,50.0,1311000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-07-22,68.3,1790056.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-09-21,83.9,2198834.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2022-11-21,94.9,2487678.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01197,2023-01-21,100.0,2622000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01198,2024-01-06,5.1,156606.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2024-03-12,16.1,493370.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2024-05-17,31.7,969965.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2024-07-22,50.0,1528500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2024-09-26,68.3,2087034.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2024-12-01,83.9,2563629.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2025-02-05,94.9,2900393.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01198,2025-04-12,100.0,3057000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01199,2021-07-14,26.1,350535.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01199,2021-09-19,73.9,991464.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01199,2021-11-25,100.0,1342000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01200,2022-01-27,16.1,91185.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01200,2022-04-09,50.0,282500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01200,2022-06-20,83.9,473814.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01200,2022-08-31,100.0,565000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01201,2023-12-13,5.1,134219.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-02-13,16.1,422843.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-04-14,31.7,831308.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-06-15,50.0,1310000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-08-15,68.3,1788691.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-10-16,83.9,2197156.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2024-12-16,94.9,2485780.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01201,2025-02-16,100.0,2620000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01202,2024-10-18,11.1,287777.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01202,2024-12-24,35.2,912898.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01202,2025-03-01,64.8,1677101.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01202,2025-05-07,88.9,2302222.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01202,2025-07-14,100.0,2590000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01203,2023-10-29,26.1,135826.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01203,2024-01-12,73.9,384174.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01203,2024-03-28,100.0,520000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01204,2021-09-06,26.1,312399.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01204,2021-10-22,73.9,883600.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01204,2021-12-07,100.0,1196000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01205,2024-07-26,26.1,240830.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01205,2024-10-07,73.9,681170.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01205,2024-12-19,100.0,922000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01206,2023-11-10,6.6,105872.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01206,2024-01-24,20.4,328000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01206,2024-04-08,34.2,550127.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01206,2024-06-22,40.8,656000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01207,2021-11-25,10.9,171872.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01207,2022-01-31,30.9,486127.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01207,2022-04-08,41.8,658000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01208,2023-08-18,9.3,313444.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01208,2023-10-20,26.4,886555.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01208,2023-12-22,35.7,1200000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2021-05-05,14.8,74714.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2021-07-09,29.6,149428.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2021-09-12,41.5,224142.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2021-11-17,41.5,298857.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2022-01-21,41.5,373571.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2022-03-27,41.5,448285.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01209,2022-06-01,41.5,523000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01210,2024-07-14,16.1,215779.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01210,2024-09-18,50.0,668500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01210,2024-11-22,83.9,1121220.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01210,2025-01-27,100.0,1337000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01211,2021-04-25,2.1,50500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2021-06-30,6.4,157111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2021-09-04,12.6,309800.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2021-11-09,20.3,498393.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-01-14,28.9,707000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-03-21,37.4,915606.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-05-26,45.1,1104199.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-07-31,51.3,1256888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-10-05,55.6,1363500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01211,2022-12-11,57.7,1414000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2021-12-10,2.9,41250.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-02-11,9.1,128333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-04-15,18.0,253055.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-06-17,28.9,407103.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-08-19,41.0,577500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-10-21,53.2,747896.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2022-12-23,64.1,901945.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2023-02-24,73.0,1026666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2023-04-28,79.2,1113750.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01212,2023-06-30,82.1,1155000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01213,2022-02-24,26.1,254151.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01213,2022-05-09,73.9,718848.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01213,2022-07-22,100.0,973000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01214,2021-05-05,15.6,30428.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2021-07-09,31.3,60857.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2021-09-12,43.8,91285.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2021-11-17,43.8,121714.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2022-01-21,43.8,152142.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2022-03-27,43.8,182571.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01214,2022-06-01,43.8,213000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01215,2021-12-08,16.1,86666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01215,2022-02-19,50.0,268500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01215,2022-05-03,83.9,450333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01215,2022-07-15,100.0,537000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01216,2024-07-06,5.1,177354.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2024-09-04,16.1,558733.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2024-11-04,31.7,1098469.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2025-01-03,50.0,1731000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2025-03-04,68.3,2363530.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2025-05-04,83.9,2903266.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2025-07-03,94.9,3284645.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01216,2025-09-02,100.0,3462000.0,COMPLETED,SYNTHETIC
SYN-PRJ-01217,2023-08-31,3.1,3858.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01217,2023-11-08,9.9,12276.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01217,2024-01-17,19.0,23500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01217,2024-03-26,28.1,34723.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01217,2024-06-03,34.9,43141.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01217,2024-08-12,38.0,47000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-01218,2023-06-19,26.1,159856.8,IN_PROGRESS,SYNTHETIC
